Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,25.32409293,24.04098321,24.57495306,25.91002392,26.76767316,26.04981375,24.83715686,24.31299956,24.12202376,23.87281558,23.77034787,23.08816192,22.07241225,26.55181714,25.84579952,23.26547624,24.19090696,24.34872646,25.29442956,27.31109463,29.55563333,26.95172207,24.74284469,23.44225199,25.32625675,26.85495514,26.68936873,29.53477259,29.36806808,27.37384177,26.2544168,25.62173483,26.61635957,28.28983967,31.27345312,31.09244014,31.34661733,29.58761788,30.17567682,32.18667669,32.58102764,33.57435888,34.83635697,34.11727418,31.90487601,33.28819785,35.1398351,35.91452177,36.72827571,34.45982575,36.09941658,36.8718135,33.46990853,31.40962494,32.52643491,29.33542989,32.21843029,34.66100963,34.47489012,35.38691129,34.76987674
Austria,AUT,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,38.46682496,36.74907012,36.30685903,35.83636487,36.08512339,37.03195767,36.84898126,35.563058,36.0512425,38.55611918,41.67044614,41.20170082,41.24732476,42.01864637,45.98841137,42.22000725,46.62246528,46.66339291,45.43589616,48.32878867,51.10109124,51.92426357,49.30741243,48.32155961,52.02297651,55.0897492,49.8514861,48.23447792,50.4352063,53.2553781,54.31284445,52.89360155,50.56897032,47.17466735,49.24699951,51.43373842,53.41474951,58.98904764,61.2063862,63.25552039,71.1911369,73.67262717,73.56530106,75.15520537,79.18832072,79.91438076,81.53695725,84.04018248,84.96092342,69.98285526,79.50364041,85.55500434,84.29475548,83.34319358,81.51632427,80.86951141,78.31434681,82.5938998,83.20484167,81.66703459,78.64543348
Azerbaijan,AZE,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.6146138,103.7579618,120.0859354,53.9018699,50.08919344,39.72502296,37.80613265,42.89051946,55.32166762,65.61288472,61.46709443,71.70779822,82.1508722,90.5877788,87.13726302,82.64361841,78.11271339,62.33928851,62.79047969,67.71781364,61.78037948,56.6632773,49.76855768,48.62799081,57.0330473,59.37518205,67.46129451,69.13238954,56.80029048
Burundi,BDI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,14.28571501,12.31527142,13.11475373,11.60042975,9.971236511,16.98167005,18.13296123,19.06929043,20.74235808,17.34963648,18.95089717,19.37966977,23.50037508,20.04338311,21.43290609,22.32849813,26.53804983,29.95239274,27.3669299,32.71579432,25.33361361,24.35383229,29.70720474,24.19370542,29.27637915,26.17438451,29.6240698,26.77940545,31.13442328,23.78977102,27.02938446,29.55289101,27.05353728,28.12602041,37.18795937,33.88548367,19.10167237,21.27667736,24.95046812,21.28509442,22.74591263,20.30121707,19.26351604,24.85170467,24.36473266,29.27188088,38.40188414,27.87200833,28.53888535,26.32679331,30.01768711,39.1355145,37.92898161,36.91428653,33.29904539,31.50372439,27.11496194,33.73140916,36.46249025,40.5482278,37.68756183
Belgium,BEL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.2367343,154.900499,156.0036255,161.1609553,154.5652997,160.7673041,169.3851681,176.1088902,179.133862,182.0854359,150.3054157,166.1017348,180.3545549,178.3757411,176.4496991,173.1681252,167.1257245,163.4387842,167.2635592,170.0888662,163.3981766,156.3679874
Benin,BEN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,21.66266916,16.97301384,16.07207689,18.11539651,16.30722889,16.55693554,14.19491958,20.57330953,22.064022,24.79227314,29.0743194,35.51465167,31.19425999,30.73103974,32.63291046,32.50254176,34.93658644,39.86402293,36.38934557,30.85401732,28.03768484,44.68988286,38.4925288,35.1486371,43.28658683,50.68313682,43.03563519,38.97819449,49.00489853,42.53493823,28.21478604,28.74492133,53.85428875,41.98618088,51.87488174,53.74195035,50.06106035,48.7148636,46.55628909,31.84319948,28.55120672,27.19420256,27.96624029,26.78876043,23.63386123,24.30091293,27.92108083,37.75225387,36.48443531,33.77272794,34.98562717,33.09542175,33.94558975,39.87906631,48.08601168,37.25799113,39.30271551,44.95477255,54.1212994,48.52801606,35.64504259
Burkina Faso,BFA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,4.539363309,9.136403263,11.32869753,11.6739243,12.6729857,12.29556122,12.44555555,11.97992715,14.11684952,15.68058121,14.61591778,14.92502959,15.38207385,18.22833835,23.96378814,20.74528327,20.17311681,23.33753607,18.29784769,21.61876531,23.27969439,23.20026184,22.97016361,21.80870043,22.74159491,25.95824794,23.96499483,24.85405469,22.78252064,18.58090995,22.18424073,20.3824781,15.78935208,18.06511816,24.05963467,30.72050598,34.02214323,33.46040683,37.4701115,27.52563985,27.62458866,27.55165422,27.21989715,26.28265941,32.08180148,28.11423412,29.12597574,30.17418758,28.68347092,29.31000646,35.99542191,39.77551331,45.83227948,49.99144195,43.24028317,44.42130872,45.61547765,47.74949042,47.54543163,46.50095596,47.33571058
Bangladesh,BGD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,14.99623297,16.61982915,11.39663936,8.473727402,13.37337989,16.98243337,15.51751343,16.49162086,18.51356771,17.23482834,17.45171569,16.40633761,19.85112712,15.8943027,15.734338,15.56504642,16.29857805,17.21579149,16.73822041,16.47743728,18.38601992,19.71566542,22.31654973,26.87155379,24.29235195,25.07031444,25.23979432,26.97063838,28.615441,27.96376979,26.9369528,28.96328149,31.24167532,33.38856184,38.75850063,39.00045671,42.81289179,36.0234149,40.78363657,47.15016472,44.46752407,44.13547632,41.37074459,38.15178599,35.98036825,35.51586736,36.39883727,32.5315036,26.74729575
Bulgaria,BGR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,101.1127913,108.2033216,118.8088098,147.4914975,145.3826699,157.0349099,144.8939397,113.910537,150.692005,142.80228,49.09827145,68.99042004,75.0687251,78.30311141,88.58028919,58.02467394,81.05433941,87.22174032,61.53407955,69.39734093,86.03459876,87.40439088,83.44283459,87.08448486,93.222334,100.1095326,111.5014924,109.174393,108.8742199,76.61344668,91.04404801,105.395031,109.3831715,114.4630739,111.9371911,107.4711582,102.8748662,110.8490076,107.6993882,103.0291972,95.78712988
Bahrain,BHR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,230.7092738,244.2745609,203.0586519,170.8385075,171.1395301,164.4092928,150.8324475,151.650004,135.1558078,154.3911338,176.6755533,165.199977,162.6372593,145.7617757,132.6076176,133.8241399,147.0370983,132.4575825,110.5473313,121.7487898,119.4650859,110.1023096,112.6490646,110.9634906,113.6336021,122.9591089,122.7521957,115.6097561,125.6120737,95.79645602,105.9025112,112.5219963,99.70630718,98.1177686,96.8799517,93.22835725,75.58250381,80.40023572,87.07335005,81.17440071,77.02157803
"Bahamas, The",BHS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,42.40184758,48.92212481,36.7482679,37.43505155,43.5,41.27937337,47.64705882,49.71859296,51.02247686,66.08130685,79.30565338,135.6818975,140.1252327,192.8752422,530.0442758,873.0291848,952.6553496,957.7840112,745.7952907,640.463183,940.2381487,944.4794953,689.5393778,495.498615,367.0079859,250.1831452,242.3053589,213.7804058,157.7060932,183.6708034,42.64055591,42.2993353,39.56256031,36.0931436,37.52684873,41.38232721,42.83735107,29.1676405,31.80052742,28.87867702,32.81136437,28.07222557,24.4787843,24.65589413,26.30506588,29.08643582,33.64724975,35.39159605,39.47368421,32.51866367,32.61765335,37.73416282,40.76302411,39.26781392,37.49472758,29.22476578,25.9576739,29.77418546,30.83861721,28.42514661,23.12389604
Bosnia and Herzegovina,BIH,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.43590248,66.11046182,79.61105237,79.19785743,85.38393569,86.56062776,75.00800733,75.6105902,72.47980014,72.25929273,75.88441099,84.38064133,82.92516668,87.91561241,90.04465368,72.25569501,81.65674327,90.64762843,88.15301281,87.94686713,90.94405506,86.83204162,85.57262686,93.51141737,93.23297988,87.80117902,80.3399231
Belarus,BLR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.33816669,76.85394924,85.32310948,113.3331516,102.3232563,103.5393501,125.3796229,127.3753872,117.2585172,120.6206625,130.7662457,108.2079853,113.8838672,116.9855164,118.413225,98.03224335,105.1474677,141.1611418,140.7686011,106.2202319,97.36995433,100.8808218,107.175506,115.9893096,120.5155402,112.4676243,102.284768
Belize,BLZ,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,74.80793447,83.43242126,97.31008903,94.81648636,96.70157524,89.84293194,90.07874016,84.42503639,93.52,99.35443038,97.68278965,92.89392379,104.4465468,97.00861394,105.6033994,131.2821713,118.6719112,129.1967701,136.4636831,144.2687747,131.859323,143.3016514,120.1934113,98.90517903,104.0199518,102.5188878,92.81711226,87.51877073,92.78542977,92.37840485,82.5069603,84.54743791,80.02935824,72.11641875,70.70729922,67.53462358,65.92276283,70.57929561,67.76562092,77.51807328,86.53092648,78.99960702,86.46798234,86.92773591,78.46780623,82.71621924,89.12908125,86.50532297,96.64490837,79.70792284,85.972966,98.23398547,97.70847966,97.31474289,93.0226945,88.80752277,78.01915893,73.8756027,73.54246864,73.03840899,65.63665612
Bermuda,BMU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,56.90526956,47.6254884,46.84913877,45.08657522,46.16009078,40.98123972,43.03365882,34.63170159,36.67585247,38.96103813,41.13288119,34.5586886,38.51419727,31.25755517,31.22388916,29.84119168,23.63294366,23.04943319,21.52840152,22.95128222,22.15377825,20.54078228,20.39505967,21.13925033,23.65819989,21.24016256,18.24544271,17.64445101,16.94842407,16.42127404,14.87672217,14.46292873,14.28305343,15.83728183,15.3414693,14.36612984,14.4349688,15.58318058,15.4893278,15.56630692,11.63283499
Bolivia,BOL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,32.63084617,33.44114943,35.30746386,35.50498605,36.88658827,43.51587744,39.6,39.82492482,35.55141287,36.25099602,34.31650389,32.03657037,30.69300239,38.87666192,45.08987294,41.66844008,41.10565789,38.73043155,38.23617723,37.40944263,35.49877477,31.14380556,24.73382385,24.5645828,19.67744219,24.43615794,33.14521669,30.90000696,25.90473222,30.38605643,33.1375988,34.04279649,31.89287765,33.724657,37.46711667,37.60114798,37.47482081,38.07878308,36.32813692,33.86812678,36.43762657,36.76209609,38.88439376,39.75321644,46.08220482,55.0629084,59.97274245,61.66072458,69.60401848,54.81548036,61.02913489,67.95884189,73.22269875,68.47831939,69.15647344,56.036027,45.69382851,45.68013932,47.06405306,45.33770297,38.53960742
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,16.5721803,13.98208848,12.42286014,12.84599413,11.98280589,11.44490665,10.68313203,11.82713204,12.31046007,13.20176775,13.51549592,15.01501029,15.78854011,20.14581425,17.23017603,15.57365257,14.3906146,13.83722156,15.83459127,18.9950449,18.36016042,15.20156818,20.40531103,22.41425391,18.9543959,14.77927074,15.12240472,16.06993369,15.63792494,13.80406004,15.92689153,17.94977574,17.96355104,15.17730791,13.0818458,12.31476303,13.27390664,12.94321817,16.63992641,17.35636806,20.83435628,21.60906669,22.22796557,24.37077578,21.99972614,21.09420056,20.56338632,22.42638151,17.19691885,17.81262278,18.84459052,19.30758304,19.92017725,18.90263547,20.54281073,18.30173372,18.18654367,22.31835134,21.82062538,26.03622486
Barbados,BRB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,93.00555344,80.56122229,74.0976486,74.73272931,80.48708875,86.07283987,74.0901277,68.74858545,69.42035028,75.80804907,77.73462901,68.0365679,55.69356248,39.25203326,41.64924575,42.81800991,45.72265876,44.83852854,36.53551354,37.02730602,37.04659348,45.55759139,47.13058898,51.19308856,44.79810448,46.47976419,46.67429319,44.06613194,41.23611782,45.02258919,49.09275657,51.39416154,52.32957913,48.5665383,50.32392894,40.93606539,44.10596026,48.95330113,50.86767896,47.38079966,47.12019589,44.55991516,44.28571429,41.88429088,39.830925,38.875024,42.16840199
Brunei Darussalam,BRN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,88.56522486,94.15600394,90.62763158,100.1123705,99.86893617,99.9552718,258.7038149,104.1287585,110.6000563,108.5157289,113.1554505,111.941765,110.750653,109.4972821,109.2097095,104.5482451,106.0644338,106.4430442,106.4576004,101.2551651,101.7989332,104.002691,92.32288093,91.12810815,91.84489732,91.29250901,105.0877873,92.81595011,97.15746458,99.4290181,94.90876602,97.25149036,89.85377737,89.11056047,85.23913043,83.48395291,85.67974268,89.98295155,87.65758771,82.30088619,81.20525513,81.18072622,79.76195195,89.56375509,89.9056158,83.49522472,86.8756924,87.00678256,83.22726622,82.51092155,74.10446507,66.25819279,71.37141458,79.14588383,90.14491591,99.535011
Bhutan,BTN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,52.05201031,63.24090615,60.12738468,56.16285469,56.71196355,64.922213,66.41191436,58.49136881,74.19896199,60.44003208,52.49285729,60.75233134,79.51185089,68.58465007,61.00725345,74.01929569,75.13952274,72.38951632,66.58361375,74.63643509,65.49435079,64.36310135,59.51814667,63.24063999,87.02992487,80.8092854,95.31538641,102.7981893,86.65844455,83.06224707,96.57676906,96.67428547,85.66867096,82.73471356,79.44037008,80.35543202,70.72810156,65.37801703,67.59666146,65.26907839,66.94199729
Botswana,BWA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,55.89841931,51.66806292,56.11167269,60.38147879,60.07598066,80.80213415,79.66666667,75.02586238,64.90736842,82.73339334,86.23814358,98.07268722,102.1482297,102.8144585,99.66217841,100.7961165,101.878949,104.5165023,102.307557,120.627806,112.5434237,111.1875125,112.6211282,116.8684528,109.3652463,117.3342512,113.0949788,128.4298712,100.6225361,108.8591755,98.40216382,96.27693253,86.89227243,85.3588071,82.59513057,85.67603514,86.01923686,101.5892797,89.94963001,88.28907237,82.16532784,78.67592302,78.5091411,69.99856859,75.28913551,76.48020006,75.11429926,84.47714525,92.84545087,79.71066371,80.94376837,85.68280147,97.32959622,109.1348259,105.9620538,99.81769997,89.56691583,69.60899639,76.17839239,71.11726324,71.55792884
Central African Republic,CAF,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,30.31502691,29.23630283,31.32964233,37.10027414,41.54196173,35.19844905,41.79065567,44.56095707,39.63133742,39.35349832,33.84335364,32.26594792,31.69532088,32.81915897,33.40456464,30.63434084,25.71192953,28.58279857,21.12750367,21.4051819,24.7162019,25.04305164,30.73583115,23.83557178,27.1236135,23.70353884,20.76158434,27.81034748,26.1680896,23.01588714,19.01838223,15.8272072,17.84806758,18.37687371,34.07057553,31.02054736,28.57734856,32.41831681,30.70280429,27.71448052,30.39911526,26.7215176,26.93194138,21.58358975,22.43952694,22.65653661,24.71652651,25.15366194,22.6672733,18.94036848,20.53588029,20.50875797,20.95511753,19.44968399,26.65169943,25.47431601,28.16410283,30.30376444,34.66939613,33.77910692,30.54509219
Canada,CAN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,29.38826996,29.67390796,29.4429351,29.36265458,31.26726311,31.35823844,32.8491256,33.22589725,35.43236411,35.84279129,35.35196858,35.10155272,36.45381307,38.95010356,42.8630125,40.37241737,39.1338637,40.46459391,43.31919581,47.28473517,47.57209408,46.61302143,41.26293702,41.5618708,47.29149625,47.04234202,46.58328887,44.22758993,45.29694078,42.7610909,42.23952144,41.28025,44.51426064,49.24244586,55.42747421,59.70266887,59.94641083,63.40507523,66.30804416,67.60329524,70.010689,65.92165126,63.08991259,57.81535455,58.1181137,58.21166094,56.63593803,55.20627271,56.37397371,46.99470279,48.85610662,51.02110149,50.96833755,50.58465852,52.69938054,53.97887832,52.54802114,52.40611196,53.39323092,52.25965197,48.90923493
Central Europe and the Baltics,CEB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,101.1127913,108.2033216,118.8088098,147.4914975,145.3826699,157.0349099,144.8939397,76.3892021,83.67333848,78.51784814,38.67671359,44.62512832,43.52383938,50.49347814,51.0305306,55.11309903,58.14925017,63.61648787,63.69253667,64.74933726,73.84058365,73.69863429,73.99869981,79.40763814,86.99376912,86.34902474,93.92953921,95.35204016,94.57170698,82.70424719,94.9815484,104.8202664,107.2713142,107.8322034,109.6960122,109.9374248,110.2316093,113.5217666,113.89789,110.5444505,108.3863707
Switzerland,CHE,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,42.68726366,43.68641476,43.44282399,42.767547,42.64338853,42.90161483,43.30081663,42.47460204,44.39170119,47.62511084,,,,,,,,,,,53.78486285,51.3872295,47.50386338,47.75005518,50.5470895,52.33374881,49.30547278,48.22723816,49.63196162,52.67839113,50.17725268,47.56178667,46.90265977,45.51496016,45.87000394,45.81651168,46.39775128,51.54150879,52.30642643,53.65025531,58.25483458,57.87975064,57.67310534,56.48078542,58.8469959,61.23102925,65.17682698,67.52436912,67.39087699,58.733801,61.62889329,61.35949236,87.9087528,95.3157191,79.92207578,77.29791698,82.3788761,80.83099573,80.25091232,80.86777323,81.26295621
Channel Islands,CHI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,27.08029197,26.40069418,22.34008627,20.90615386,21.9813364,22.48367911,24.16353373,23.75521775,23.8590659,25.1041739,25.33335014,19.34929985,16.37447203,14.97363324,28.55573462,40.36883046,38.16504089,33.86833844,36.81065918,39.91066288,36.16800955,31.92709052,30.38392343,33.97530875,36.8199255,38.84112588,40.3736186,43.22544946,47.40357554,51.23188552,49.26331843,45.23085317,43.92536794,41.24324226,41.08866344,43.46259545,45.90747871,45.54552643,44.38114797,44.09648365,48.44149557,50.29732072,50.57730526,54.18313769,57.77015729,60.18144441,62.72190638,66.32030063,70.86287329,57.00405239,59.63094181,61.89564599,59.0980192,56.08181987,56.77288341,51.00994981,47.9531737,48.38852745,50.20403603,49.62713036,52.46737879
